time,stationID,in,out,线路,日期,最高气温℃,最低气温℃,天气,风向,风力
2019-01-18 11:00:00,17,409,258,1,,,,,,
2019-01-18 12:00:00,17,408,308,1,,,,,,
2019-01-18 13:00:00,17,337,408,1,,,,,,
2019-01-18 14:00:00,17,383,346,1,,,,,,
2019-01-18 15:00:00,17,426,356,1,,,,,,
2019-01-18 16:00:00,17,375,419,1,,,,,,
2019-01-18 17:00:00,17,1136,618,1,,,,,,
2019-01-18 18:00:00,17,606,916,1,,,,,,
2019-01-18 19:00:00,17,263,630,1,,,,,,
2019-01-21 07:00:00,17,1060,284,1,,,,,,
2019-01-21 08:00:00,17,1363,1678,1,,,,,,
2019-01-21 09:00:00,17,595,457,1,,,,,,
2019-01-21 10:00:00,17,376,281,1,,,,,,
2019-01-21 11:00:00,17,350,220,1,,,,,,
2019-01-21 12:00:00,17,357,288,1,,,,,,
2019-01-21 13:00:00,17,306,348,1,,,,,,
2019-01-21 14:00:00,17,316,277,1,,,,,,
2019-01-21 15:00:00,17,305,324,1,,,,,,
2019-01-21 16:00:00,17,478,354,1,,,,,,
2019-01-21 17:00:00,17,1181,678,1,,,,,,
2019-01-21 18:00:00,17,541,917,1,,,,,,
2019-01-21 19:00:00,17,263,645,1,,,,,,
2019-01-22 07:00:00,17,985,226,1,,,,,,
2019-01-22 08:00:00,17,1369,1686,1,,,,,,
2019-01-22 09:00:00,17,537,388,1,,,,,,
2019-01-22 10:00:00,17,280,229,1,,,,,,
2019-01-22 11:00:00,17,397,249,1,,,,,,
2019-01-22 12:00:00,17,370,260,1,,,,,,
2019-01-22 13:00:00,17,387,426,1,,,,,,
2019-01-22 14:00:00,17,397,340,1,,,,,,
2019-01-22 15:00:00,17,354,364,1,,,,,,
2019-01-22 16:00:00,17,466,356,1,,,,,,
2019-01-22 17:00:00,17,1152,677,1,,,,,,
2019-01-22 18:00:00,17,511,903,1,,,,,,
2019-01-22 19:00:00,17,229,613,1,,,,,,
2019-01-23 07:00:00,17,967,303,1,,,,,,
2019-01-23 08:00:00,17,1425,1700,1,,,,,,
2019-01-23 09:00:00,17,523,514,1,,,,,,
2019-01-23 10:00:00,17,323,259,1,,,,,,
2019-01-23 11:00:00,17,396,232,1,,,,,,
2019-01-23 12:00:00,17,405,291,1,,,,,,
2019-01-23 13:00:00,17,392,343,1,,,,,,
2019-01-23 14:00:00,17,335,308,1,,,,,,
2019-01-23 15:00:00,17,373,340,1,,,,,,
2019-01-23 16:00:00,17,494,375,1,,,,,,
2019-01-23 17:00:00,17,1159,670,1,,,,,,
2019-01-23 18:00:00,17,534,808,1,,,,,,
2019-01-23 19:00:00,17,280,685,1,,,,,,
2019-01-24 07:00:00,17,948,228,1,,,,,,
2019-01-24 08:00:00,17,1359,1692,1,,,,,,
2019-01-24 09:00:00,17,596,417,1,,,,,,
2019-01-24 10:00:00,17,389,278,1,,,,,,
2019-01-24 11:00:00,17,410,243,1,,,,,,
2019-01-24 12:00:00,17,372,270,1,,,,,,
2019-01-24 13:00:00,17,262,376,1,,,,,,
2019-01-24 14:00:00,17,302,337,1,,,,,,
2019-01-24 15:00:00,17,400,348,1,,,,,,
2019-01-24 16:00:00,17,458,350,1,,,,,,
2019-01-24 17:00:00,17,1159,667,1,,,,,,
2019-01-24 18:00:00,17,568,800,1,,,,,,
2019-01-24 19:00:00,17,263,641,1,,,,,,
2019-01-25 07:00:00,17,909,258,1,,,,,,
2019-01-25 08:00:00,17,1331,1779,1,,,,,,
2019-01-25 09:00:00,17,579,426,1,,,,,,
2019-01-25 10:00:00,17,411,265,1,,,,,,
2019-01-25 11:00:00,17,378,229,1,,,,,,
2019-01-25 12:00:00,17,411,244,1,,,,,,
2019-01-25 13:00:00,17,336,372,1,,,,,,
2019-01-25 14:00:00,17,297,297,1,,,,,,
2019-01-25 15:00:00,17,368,345,1,,,,,,
2019-01-25 16:00:00,17,478,390,1,,,,,,
2019-01-25 17:00:00,17,1207,625,1,,,,,,
2019-01-25 18:00:00,17,551,771,1,,,,,,
2019-01-25 19:00:00,17,247,557,1,,,,,,
2019-01-28 07:00:00,17,956,247,1,,,,,,
2019-01-28 08:00:00,17,1274,1452,1,,,,,,
2019-01-28 09:00:00,17,488,415,1,,,,,,
2019-01-28 10:00:00,17,342,308,1,,,,,,
2019-01-28 11:00:00,17,375,336,1,,,,,,
2019-01-28 12:00:00,17,372,255,1,,,,,,
2019-01-28 13:00:00,17,359,365,1,,,,,,
2019-01-28 14:00:00,17,359,297,1,,,,,,
2019-01-28 15:00:00,17,305,304,1,,,,,,
2019-01-28 16:00:00,17,401,386,1,,,,,,
2019-01-28 17:00:00,17,1002,570,1,,,,,,
2019-01-28 18:00:00,17,483,785,1,,,,,,
2019-01-28 19:00:00,17,222,537,1,,,,,,
2019-01-01 07:00:00,18,551,208,1,,,,,,
2019-01-01 08:00:00,18,856,406,1,,,,,,
2019-01-01 09:00:00,18,750,327,1,,,,,,
2019-01-01 10:00:00,18,845,383,1,,,,,,
2019-01-01 11:00:00,18,923,444,1,,,,,,
2019-01-01 12:00:00,18,980,529,1,,,,,,
2019-01-01 13:00:00,18,925,547,1,,,,,,
2019-01-01 14:00:00,18,852,727,1,,,,,,
2019-01-01 15:00:00,18,729,866,1,,,,,,
2019-01-01 16:00:00,18,734,1187,1,,,,,,
2019-01-01 17:00:00,18,825,1155,1,,,,,,
2019-01-01 18:00:00,18,692,1234,1,,,,,,
2019-01-01 19:00:00,18,487,1012,1,,,,,,
2019-01-02 07:00:00,18,2586,761,1,,,,,,
2019-01-02 08:00:00,18,3327,3911,1,,,,,,
2019-01-02 09:00:00,18,979,1552,1,,,,,,
2019-01-02 10:00:00,18,629,482,1,,,,,,
2019-01-02 11:00:00,18,512,489,1,,,,,,
2019-01-02 12:00:00,18,625,503,1,,,,,,
2019-01-02 13:00:00,18,549,527,1,,,,,,
2019-01-02 14:00:00,18,487,534,1,,,,,,
2019-01-02 15:00:00,18,534,674,1,,,,,,
2019-01-02 16:00:00,18,579,785,1,,,,,,
2019-01-02 17:00:00,18,1939,1670,1,,,,,,
2019-01-02 18:00:00,18,2511,2344,1,,,,,,
2019-01-02 19:00:00,18,1026,1326,1,,,,,,
2019-01-03 07:00:00,18,2369,616,1,,,,,,
2019-01-03 08:00:00,18,3339,3895,1,,,,,,
2019-01-03 09:00:00,18,1059,1629,1,,,,,,
2019-01-03 10:00:00,18,511,524,1,,,,,,
2019-01-03 11:00:00,18,530,451,1,,,,,,
2019-01-03 12:00:00,18,576,459,1,,,,,,
2019-01-03 13:00:00,18,494,528,1,,,,,,
2019-01-03 14:00:00,18,463,483,1,,,,,,
2019-01-03 15:00:00,18,471,558,1,,,,,,
2019-01-03 16:00:00,18,623,743,1,,,,,,
2019-01-03 17:00:00,18,2007,1682,1,,,,,,
2019-01-03 18:00:00,18,2571,2328,1,,,,,,
2019-01-03 19:00:00,18,978,1201,1,,,,,,
2019-01-04 07:00:00,18,2464,667,1,,,,,,
2019-01-04 08:00:00,18,3153,3733,1,,,,,,
2019-01-04 09:00:00,18,999,1580,1,,,,,,
2019-01-04 10:00:00,18,494,417,1,,,,,,
2019-01-04 11:00:00,18,446,400,1,,,,,,
2019-01-04 12:00:00,18,572,493,1,,,,,,
2019-01-04 13:00:00,18,462,475,1,,,,,,
2019-01-04 14:00:00,18,449,492,1,,,,,,
2019-01-04 15:00:00,18,472,648,1,,,,,,
2019-01-04 16:00:00,18,704,920,1,,,,,,
2019-01-04 17:00:00,18,1981,1664,1,,,,,,
2019-01-04 18:00:00,18,2554,2201,1,,,,,,
2019-01-04 19:00:00,18,1028,1276,1,,,,,,
2019-01-07 07:00:00,18,2612,755,1,,,,,,
2019-01-07 08:00:00,18,3242,3845,1,,,,,,
2019-01-07 09:00:00,18,997,1585,1,,,,,,
2019-01-07 10:00:00,18,530,429,1,,,,,,
2019-01-07 11:00:00,18,452,432,1,,,,,,
2019-01-07 12:00:00,18,490,444,1,,,,,,
2019-01-07 13:00:00,18,463,475,1,,,,,,
2019-01-07 14:00:00,18,420,482,1,,,,,,
2019-01-07 15:00:00,18,438,582,1,,,,,,
2019-01-07 16:00:00,18,565,736,1,,,,,,
2019-01-07 17:00:00,18,1880,1577,1,,,,,,
2019-01-07 18:00:00,18,2396,2217,1,,,,,,
2019-01-07 19:00:00,18,1006,1288,1,,,,,,
2019-01-08 07:00:00,18,2497,646,1,,,,,,
2019-01-08 08:00:00,18,3199,3742,1,,,,,,
2019-01-08 09:00:00,18,1067,1662,1,,,,,,
2019-01-08 10:00:00,18,555,468,1,,,,,,
2019-01-08 11:00:00,18,467,378,1,,,,,,
2019-01-08 12:00:00,18,559,456,1,,,,,,
2019-01-08 13:00:00,18,504,519,1,,,,,,
2019-01-08 14:00:00,18,484,544,1,,,,,,
2019-01-08 15:00:00,18,509,597,1,,,,,,
2019-01-08 16:00:00,18,605,790,1,,,,,,
2019-01-08 17:00:00,18,2018,1681,1,,,,,,
2019-01-08 18:00:00,18,2403,2245,1,,,,,,
2019-01-08 19:00:00,18,946,1191,1,,,,,,
2019-01-09 07:00:00,18,2548,683,1,,,,,,
2019-01-09 08:00:00,18,3217,3732,1,,,,,,
2019-01-09 09:00:00,18,1024,1503,1,,,,,,
2019-01-09 10:00:00,18,543,470,1,,,,,,
2019-01-09 11:00:00,18,494,427,1,,,,,,
2019-01-09 12:00:00,18,479,409,1,,,,,,
2019-01-09 13:00:00,18,518,502,1,,,,,,
2019-01-09 14:00:00,18,397,498,1,,,,,,
2019-01-09 15:00:00,18,470,579,1,,,,,,
2019-01-09 16:00:00,18,597,757,1,,,,,,
2019-01-09 17:00:00,18,1900,1640,1,,,,,,
2019-01-09 18:00:00,18,2298,2275,1,,,,,,
2019-01-09 19:00:00,18,1046,1237,1,,,,,,
2019-01-10 07:00:00,18,2500,654,1,,,,,,
2019-01-10 08:00:00,18,3139,3797,1,,,,,,
2019-01-10 09:00:00,18,1046,1562,1,,,,,,
2019-01-10 10:00:00,18,558,538,1,,,,,,
2019-01-10 11:00:00,18,525,388,1,,,,,,
2019-01-10 12:00:00,18,632,533,1,,,,,,
2019-01-10 13:00:00,18,540,490,1,,,,,,
2019-01-10 14:00:00,18,488,551,1,,,,,,
2019-01-10 15:00:00,18,478,629,1,,,,,,
2019-01-10 16:00:00,18,644,784,1,,,,,,
2019-01-10 17:00:00,18,1886,1574,1,,,,,,
2019-01-10 18:00:00,18,2455,2296,1,,,,,,
2019-01-10 19:00:00,18,920,1300,1,,,,,,
2019-01-11 07:00:00,18,2482,653,1,,,,,,
2019-01-11 08:00:00,18,3139,3655,1,,,,,,
2019-01-11 09:00:00,18,960,1632,1,,,,,,
2019-01-11 10:00:00,18,535,468,1,,,,,,
2019-01-11 11:00:00,18,486,382,1,,,,,,
2019-01-11 12:00:00,18,600,485,1,,,,,,
2019-01-11 13:00:00,18,513,490,1,,,,,,
2019-01-11 14:00:00,18,524,505,1,,,,,,
2019-01-11 15:00:00,18,487,704,1,,,,,,
2019-01-11 16:00:00,18,565,884,1,,,,,,
2019-01-11 17:00:00,18,1982,1593,1,,,,,,
2019-01-11 18:00:00,18,2563,2162,1,,,,,,
2019-01-11 19:00:00,18,1005,1316,1,,,,,,
2019-01-14 07:00:00,18,2700,754,1,,,,,,
2019-01-14 08:00:00,18,3205,3881,1,,,,,,
2019-01-14 09:00:00,18,1026,1507,1,,,,,,
2019-01-14 10:00:00,18,603,473,1,,,,,,
2019-01-14 11:00:00,18,508,423,1,,,,,,
2019-01-14 12:00:00,18,581,511,1,,,,,,
2019-01-14 13:00:00,18,565,488,1,,,,,,
2019-01-14 14:00:00,18,482,618,1,,,,,,
2019-01-14 15:00:00,18,533,667,1,,,,,,
2019-01-14 16:00:00,18,625,841,1,,,,,,
2019-01-14 17:00:00,18,2064,1633,1,,,,,,
2019-01-14 18:00:00,18,2250,2324,1,,,,,,
2019-01-14 19:00:00,18,1104,1346,1,,,,,,
2019-01-15 07:00:00,18,2503,635,1,,,,,,
2019-01-15 08:00:00,18,3320,3712,1,,,,,,
2019-01-15 09:00:00,18,981,1614,1,,,,,,
2019-01-15 10:00:00,18,504,444,1,,,,,,
2019-01-15 11:00:00,18,435,422,1,,,,,,
2019-01-15 12:00:00,18,524,450,1,,,,,,
2019-01-15 13:00:00,18,537,489,1,,,,,,
2019-01-15 14:00:00,18,444,434,1,,,,,,
2019-01-15 15:00:00,18,442,591,1,,,,,,
2019-01-15 16:00:00,18,538,789,1,,,,,,
2019-01-15 17:00:00,18,1973,1665,1,,,,,,
2019-01-15 18:00:00,18,2435,2179,1,,,,,,
2019-01-15 19:00:00,18,960,1276,1,,,,,,
2019-01-16 07:00:00,18,2598,656,1,,,,,,
2019-01-16 08:00:00,18,3189,3728,1,,,,,,
2019-01-16 09:00:00,18,1012,1506,1,,,,,,
2019-01-16 10:00:00,18,595,466,1,,,,,,
2019-01-16 11:00:00,18,506,497,1,,,,,,
2019-01-16 12:00:00,18,616,493,1,,,,,,
2019-01-16 13:00:00,18,552,518,1,,,,,,
2019-01-16 14:00:00,18,457,539,1,,,,,,
2019-01-16 15:00:00,18,511,629,1,,,,,,
2019-01-16 16:00:00,18,632,808,1,,,,,,
2019-01-16 17:00:00,18,2049,1686,1,,,,,,
2019-01-16 18:00:00,18,2364,2253,1,,,,,,
2019-01-16 19:00:00,18,1025,1296,1,,,,,,
2019-01-17 07:00:00,18,2625,685,1,,,,,,
2019-01-17 08:00:00,18,3117,3678,1,,,,,,
2019-01-17 09:00:00,18,1061,1580,1,,,,,,
2019-01-17 10:00:00,18,623,499,1,,,,,,
2019-01-17 11:00:00,18,524,454,1,,,,,,
2019-01-17 12:00:00,18,643,504,1,,,,,,
2019-01-17 13:00:00,18,636,503,1,,,,,,
2019-01-17 14:00:00,18,532,499,1,,,,,,
2019-01-17 15:00:00,18,487,628,1,,,,,,
2019-01-17 16:00:00,18,669,781,1,,,,,,
2019-01-17 17:00:00,18,1962,1655,1,,,,,,
2019-01-17 18:00:00,18,2348,2228,1,,,,,,
2019-01-17 19:00:00,18,1025,1376,1,,,,,,
2019-01-18 07:00:00,18,2584,890,1,,,,,,
2019-01-18 08:00:00,18,3164,3572,1,,,,,,
2019-01-18 09:00:00,18,1050,1214,1,,,,,,
2019-01-18 10:00:00,18,622,458,1,,,,,,
2019-01-18 11:00:00,18,530,495,1,,,,,,
2019-01-18 12:00:00,18,583,521,1,,,,,,
2019-01-18 13:00:00,18,694,515,1,,,,,,
2019-01-18 14:00:00,18,540,602,1,,,,,,
2019-01-18 15:00:00,18,569,750,1,,,,,,
2019-01-18 16:00:00,18,688,916,1,,,,,,
2019-01-18 17:00:00,18,2028,1713,1,,,,,,
2019-01-18 18:00:00,18,2400,2216,1,,,,,,
2019-01-18 19:00:00,18,998,1268,1,,,,,,
2019-01-21 07:00:00,18,2679,690,1,,,,,,
2019-01-21 08:00:00,18,3138,3762,1,,,,,,
2019-01-21 09:00:00,18,1028,1516,1,,,,,,
2019-01-21 10:00:00,18,677,493,1,,,,,,
2019-01-21 11:00:00,18,517,458,1,,,,,,
2019-01-21 12:00:00,18,597,527,1,,,,,,
2019-01-21 13:00:00,18,643,541,1,,,,,,
2019-01-21 14:00:00,18,562,569,1,,,,,,
2019-01-21 15:00:00,18,497,658,1,,,,,,
2019-01-21 16:00:00,18,625,862,1,,,,,,
2019-01-21 17:00:00,18,1898,1550,1,,,,,,
2019-01-21 18:00:00,18,2269,2323,1,,,,,,
2019-01-21 19:00:00,18,967,1290,1,,,,,,
2019-01-22 07:00:00,18,2566,637,1,,,,,,
2019-01-22 08:00:00,18,3117,3529,1,,,,,,
2019-01-22 09:00:00,18,1043,1512,1,,,,,,
2019-01-22 10:00:00,18,639,470,1,,,,,,
2019-01-22 11:00:00,18,563,451,1,,,,,,
2019-01-22 12:00:00,18,643,534,1,,,,,,
2019-01-22 13:00:00,18,720,495,1,,,,,,
2019-01-22 14:00:00,18,531,551,1,,,,,,
2019-01-22 15:00:00,18,529,678,1,,,,,,
2019-01-22 16:00:00,18,690,874,1,,,,,,
2019-01-22 17:00:00,18,1940,1539,1,,,,,,
2019-01-22 18:00:00,18,2202,2227,1,,,,,,
2019-01-22 19:00:00,18,983,1258,1,,,,,,
2019-01-23 07:00:00,18,2531,672,1,,,,,,
2019-01-23 08:00:00,18,3082,3413,1,,,,,,
2019-01-23 09:00:00,18,1153,1591,1,,,,,,
2019-01-23 10:00:00,18,722,501,1,,,,,,
2019-01-23 11:00:00,18,623,458,1,,,,,,
2019-01-23 12:00:00,18,708,576,1,,,,,,
2019-01-23 13:00:00,18,647,593,1,,,,,,
2019-01-23 14:00:00,18,598,594,1,,,,,,
2019-01-23 15:00:00,18,500,742,1,,,,,,
2019-01-23 16:00:00,18,746,843,1,,,,,,
2019-01-23 17:00:00,18,1919,1651,1,,,,,,
2019-01-23 18:00:00,18,2352,2208,1,,,,,,
2019-01-23 19:00:00,18,927,1299,1,,,,,,
2019-01-24 07:00:00,18,2422,639,1,,,,,,
2019-01-24 08:00:00,18,3232,3475,1,,,,,,
2019-01-24 09:00:00,18,1143,1553,1,,,,,,
2019-01-24 10:00:00,18,744,545,1,,,,,,
2019-01-24 11:00:00,18,686,506,1,,,,,,
2019-01-24 12:00:00,18,723,647,1,,,,,,
2019-01-24 13:00:00,18,758,567,1,,,,,,
2019-01-24 14:00:00,18,683,569,1,,,,,,
2019-01-24 15:00:00,18,559,735,1,,,,,,
2019-01-24 16:00:00,18,669,870,1,,,,,,
2019-01-24 17:00:00,18,1947,1562,1,,,,,,
2019-01-24 18:00:00,18,2186,2066,1,,,,,,
2019-01-24 19:00:00,18,1033,1287,1,,,,,,
2019-01-25 07:00:00,18,2529,627,1,,,,,,
2019-01-25 08:00:00,18,3029,3312,1,,,,,,
2019-01-25 09:00:00,18,1116,1540,1,,,,,,
2019-01-25 10:00:00,18,722,502,1,,,,,,
2019-01-25 11:00:00,18,666,482,1,,,,,,
2019-01-25 12:00:00,18,747,567,1,,,,,,
2019-01-25 13:00:00,18,716,521,1,,,,,,
2019-01-25 14:00:00,18,582,594,1,,,,,,
2019-01-25 15:00:00,18,527,730,1,,,,,,
2019-01-25 16:00:00,18,686,900,1,,,,,,
2019-01-25 17:00:00,18,1732,1431,1,,,,,,
2019-01-25 18:00:00,18,2256,1917,1,,,,,,
2019-01-25 19:00:00,18,927,1179,1,,,,,,
2019-01-28 07:00:00,18,2330,599,1,,,,,,
2019-01-28 08:00:00,18,2771,2701,1,,,,,,
2019-01-28 09:00:00,18,944,1492,1,,,,,,
2019-01-28 10:00:00,18,633,502,1,,,,,,
2019-01-28 11:00:00,18,680,495,1,,,,,,
2019-01-28 12:00:00,18,725,571,1,,,,,,
2019-01-28 13:00:00,18,661,516,1,,,,,,
2019-01-28 14:00:00,18,578,559,1,,,,,,
2019-01-28 15:00:00,18,539,630,1,,,,,,
2019-01-28 16:00:00,18,600,736,1,,,,,,
2019-01-28 17:00:00,18,1762,1315,1,,,,,,
2019-01-28 18:00:00,18,1736,1866,1,,,,,,
2019-01-28 19:00:00,18,842,1034,1,,,,,,
2019-01-01 07:00:00,19,439,170,1,,,,,,
2019-01-01 08:00:00,19,762,443,1,,,,,,
2019-01-01 09:00:00,19,597,392,1,,,,,,
2019-01-01 10:00:00,19,615,480,1,,,,,,
2019-01-01 11:00:00,19,691,568,1,,,,,,
2019-01-01 12:00:00,19,830,630,1,,,,,,
2019-01-01 13:00:00,19,763,718,1,,,,,,
2019-01-01 14:00:00,19,839,857,1,,,,,,
2019-01-01 15:00:00,19,835,815,1,,,,,,
2019-01-01 16:00:00,19,828,814,1,,,,,,
2019-01-01 17:00:00,19,841,880,1,,,,,,
2019-01-01 18:00:00,19,757,868,1,,,,,,
2019-01-01 19:00:00,19,527,595,1,,,,,,
2019-01-02 07:00:00,19,1096,396,1,,,,,,
2019-01-02 08:00:00,19,1538,1873,1,,,,,,
2019-01-02 09:00:00,19,585,581,1,,,,,,
2019-01-02 10:00:00,19,429,380,1,,,,,,
2019-01-02 11:00:00,19,378,406,1,,,,,,
2019-01-02 12:00:00,19,441,414,1,,,,,,
2019-01-02 13:00:00,19,413,434,1,,,,,,
2019-01-02 14:00:00,19,402,418,1,,,,,,
2019-01-02 15:00:00,19,431,429,1,,,,,,
2019-01-02 16:00:00,19,441,449,1,,,,,,
2019-01-02 17:00:00,19,934,826,1,,,,,,
2019-01-02 18:00:00,19,1222,1182,1,,,,,,
2019-01-02 19:00:00,19,541,660,1,,,,,,
2019-01-03 07:00:00,19,1065,326,1,,,,,,
2019-01-03 08:00:00,19,1569,1933,1,,,,,,
2019-01-03 09:00:00,19,566,570,1,,,,,,
2019-01-03 10:00:00,19,366,336,1,,,,,,
2019-01-03 11:00:00,19,320,343,1,,,,,,
2019-01-03 12:00:00,19,404,401,1,,,,,,
2019-01-03 13:00:00,19,386,380,1,,,,,,
2019-01-03 14:00:00,19,380,393,1,,,,,,
2019-01-03 15:00:00,19,379,431,1,,,,,,
2019-01-03 16:00:00,19,399,485,1,,,,,,
2019-01-03 17:00:00,19,963,788,1,,,,,,
2019-01-03 18:00:00,19,1272,1123,1,,,,,,
2019-01-03 19:00:00,19,549,690,1,,,,,,
2019-01-04 07:00:00,19,1026,318,1,,,,,,
2019-01-04 08:00:00,19,1506,1866,1,,,,,,
2019-01-04 09:00:00,19,568,637,1,,,,,,
2019-01-04 10:00:00,19,423,336,1,,,,,,
2019-01-04 11:00:00,19,294,330,1,,,,,,
2019-01-04 12:00:00,19,411,351,1,,,,,,
2019-01-04 13:00:00,19,404,337,1,,,,,,
2019-01-04 14:00:00,19,358,376,1,,,,,,
2019-01-04 15:00:00,19,426,439,1,,,,,,
2019-01-04 16:00:00,19,518,599,1,,,,,,
2019-01-04 17:00:00,19,936,792,1,,,,,,
2019-01-04 18:00:00,19,1215,1144,1,,,,,,
2019-01-04 19:00:00,19,595,743,1,,,,,,
2019-01-07 07:00:00,19,1152,383,1,,,,,,
2019-01-07 08:00:00,19,1530,1866,1,,,,,,
2019-01-07 09:00:00,19,640,561,1,,,,,,
2019-01-07 10:00:00,19,364,349,1,,,,,,
2019-01-07 11:00:00,19,317,385,1,,,,,,
2019-01-07 12:00:00,19,386,336,1,,,,,,
2019-01-07 13:00:00,19,358,368,1,,,,,,
2019-01-07 14:00:00,19,340,370,1,,,,,,
2019-01-07 15:00:00,19,404,393,1,,,,,,
2019-01-07 16:00:00,19,440,502,1,,,,,,
2019-01-07 17:00:00,19,879,803,1,,,,,,
2019-01-07 18:00:00,19,1189,1077,1,,,,,,
2019-01-07 19:00:00,19,570,668,1,,,,,,
2019-01-08 07:00:00,19,1098,345,1,,,,,,
2019-01-08 08:00:00,19,1517,1904,1,,,,,,
2019-01-08 09:00:00,19,616,562,1,,,,,,
2019-01-08 10:00:00,19,407,386,1,,,,,,
2019-01-08 11:00:00,19,324,422,1,,,,,,
2019-01-08 12:00:00,19,413,436,1,,,,,,
2019-01-08 13:00:00,19,423,428,1,,,,,,
2019-01-08 14:00:00,19,399,446,1,,,,,,
2019-01-08 15:00:00,19,450,470,1,,,,,,
2019-01-08 16:00:00,19,443,544,1,,,,,,
2019-01-08 17:00:00,19,971,785,1,,,,,,
2019-01-08 18:00:00,19,1226,1244,1,,,,,,
2019-01-08 19:00:00,19,592,649,1,,,,,,
2019-01-09 07:00:00,19,1030,313,1,,,,,,
2019-01-09 08:00:00,19,1611,1901,1,,,,,,
2019-01-09 09:00:00,19,608,550,1,,,,,,
2019-01-09 10:00:00,19,415,375,1,,,,,,
2019-01-09 11:00:00,19,333,398,1,,,,,,
2019-01-09 12:00:00,19,392,409,1,,,,,,
2019-01-09 13:00:00,19,428,416,1,,,,,,
2019-01-09 14:00:00,19,356,379,1,,,,,,
2019-01-09 15:00:00,19,403,420,1,,,,,,
2019-01-09 16:00:00,19,469,490,1,,,,,,
2019-01-09 17:00:00,19,855,805,1,,,,,,
2019-01-09 18:00:00,19,1260,1070,1,,,,,,
2019-01-09 19:00:00,19,549,651,1,,,,,,
2019-01-10 07:00:00,19,1086,338,1,,,,,,
2019-01-10 08:00:00,19,1591,1883,1,,,,,,
2019-01-10 09:00:00,19,612,653,1,,,,,,
2019-01-10 10:00:00,19,392,353,1,,,,,,
2019-01-10 11:00:00,19,298,330,1,,,,,,
2019-01-10 12:00:00,19,391,400,1,,,,,,
2019-01-10 13:00:00,19,473,389,1,,,,,,
2019-01-10 14:00:00,19,394,401,1,,,,,,
2019-01-10 15:00:00,19,374,365,1,,,,,,
2019-01-10 16:00:00,19,460,480,1,,,,,,
2019-01-10 17:00:00,19,974,759,1,,,,,,
2019-01-10 18:00:00,19,1172,1088,1,,,,,,
2019-01-10 19:00:00,19,514,595,1,,,,,,
2019-01-11 07:00:00,19,1001,334,1,,,,,,
2019-01-11 08:00:00,19,1641,1883,1,,,,,,
2019-01-11 09:00:00,19,593,587,1,,,,,,
2019-01-11 10:00:00,19,386,387,1,,,,,,
2019-01-11 11:00:00,19,327,299,1,,,,,,
2019-01-11 12:00:00,19,371,410,1,,,,,,
2019-01-11 13:00:00,19,433,401,1,,,,,,
2019-01-11 14:00:00,19,334,334,1,,,,,,
2019-01-11 15:00:00,19,410,470,1,,,,,,
2019-01-11 16:00:00,19,475,596,1,,,,,,
2019-01-11 17:00:00,19,851,805,1,,,,,,
2019-01-11 18:00:00,19,1139,1122,1,,,,,,
2019-01-11 19:00:00,19,581,687,1,,,,,,
2019-01-14 07:00:00,19,1192,348,1,,,,,,
2019-01-14 08:00:00,19,1639,1851,1,,,,,,
2019-01-14 09:00:00,19,619,614,1,,,,,,
2019-01-14 10:00:00,19,394,380,1,,,,,,
2019-01-14 11:00:00,19,384,364,1,,,,,,
2019-01-14 12:00:00,19,412,475,1,,,,,,
2019-01-14 13:00:00,19,430,381,1,,,,,,
2019-01-14 14:00:00,19,411,461,1,,,,,,
2019-01-14 15:00:00,19,438,407,1,,,,,,
2019-01-14 16:00:00,19,448,459,1,,,,,,
2019-01-14 17:00:00,19,913,828,1,,,,,,
2019-01-14 18:00:00,19,1160,1165,1,,,,,,
2019-01-14 19:00:00,19,507,664,1,,,,,,
2019-01-15 07:00:00,19,1053,339,1,,,,,,
2019-01-15 08:00:00,19,1595,1856,1,,,,,,
2019-01-15 09:00:00,19,562,588,1,,,,,,
2019-01-15 10:00:00,19,340,331,1,,,,,,
2019-01-15 11:00:00,19,323,302,1,,,,,,
2019-01-15 12:00:00,19,438,362,1,,,,,,
2019-01-15 13:00:00,19,359,423,1,,,,,,
2019-01-15 14:00:00,19,363,424,1,,,,,,
2019-01-15 15:00:00,19,403,411,1,,,,,,
2019-01-15 16:00:00,19,456,456,1,,,,,,
2019-01-15 17:00:00,19,873,823,1,,,,,,
2019-01-15 18:00:00,19,1260,1119,1,,,,,,
2019-01-15 19:00:00,19,589,624,1,,,,,,
2019-01-16 07:00:00,19,1090,353,1,,,,,,
2019-01-16 08:00:00,19,1579,1837,1,,,,,,
2019-01-16 09:00:00,19,596,589,1,,,,,,
2019-01-16 10:00:00,19,425,419,1,,,,,,
2019-01-16 11:00:00,19,348,376,1,,,,,,
2019-01-16 12:00:00,19,429,447,1,,,,,,
2019-01-16 13:00:00,19,469,435,1,,,,,,
2019-01-16 14:00:00,19,439,407,1,,,,,,
2019-01-16 15:00:00,19,438,430,1,,,,,,
2019-01-16 16:00:00,19,493,584,1,,,,,,
2019-01-16 17:00:00,19,965,889,1,,,,,,
2019-01-16 18:00:00,19,1207,1180,1,,,,,,
2019-01-16 19:00:00,19,633,710,1,,,,,,
2019-01-17 07:00:00,19,1083,342,1,,,,,,
2019-01-17 08:00:00,19,1617,1832,1,,,,,,
2019-01-17 09:00:00,19,520,616,1,,,,,,
